hg19	rn6
KDM3B	Kdm3b
RIPK3	Ripk3
OR10V1	Olr319
FAM213B	Fam213b
AKIRIN2	Akirin2
SRRT	Srrt
RAB17	Rab17
SLC14A2	Slc14a2
CHCHD6	Chchd6
KIAA0100	RGD1307929
BDKRB2	Bdkrb2
GLIS3	Glis3
CMTM6	Cmtm6
PI4KA	Pi4ka
RPL37A	RPL37A
USP19	Usp19
PCED1A	Pced1a
BECN1	Becn1
GTF3C3	Gtf3c3
EMC3	Emc3
NUP88	Nup88
TRAPPC10	Trappc10
ZNF2	Zfp661
OVOL2	Ovol2
RTDR1	Rtdr1
GK	Gk
CCDC92	Ccdc92
EPM2A	Epm2a
KIAA1614	RGD1304622
UBE2A	Ube2a
SH3BGRL3	Sh3bgrl3
CNNM2	Cnnm2
CMTM4	Cmtm4
ZDHHC17	Zdhhc17
ANKMY1	Ankmy1
SPRN	Sprn
SH3BGRL	Sh3bgrl
MRC2	Mrc2
RNF220	Rnf220
FAM20B	Fam20b
GOLM1	Golm1
PDZD8	Pdzd8
AKNA	Akna
LGALS3BP	Lgals3bp
SIRT3	Sirt3
MED4	Med4
FBLN7	Fbln7
SLC29A1	Slc29a1
OR5M8	Olr472
GCC1	Gcc1
TRUB2	Trub2
ODF1	Odf1
PTTG1IP	Pttg1ip
USP28	Usp28
AKAP12	Akap12
RTN4R	Rtn4r
LY6K	Ly6k
AKIRIN1	Akirin1
RNF40	Rnf40
ADAM9	Adam9
CYP26C1	Cyp26c1
MARCH2	March2
B3GALNT2	B3galnt2
GLYAT	Glyat
SHH	Shh
SLC14A1	Slc14a1
NMRK1	Nmrk1
NELFA	Nelfa
UPF3B	Upf3b
GEMIN4	Gemin4
C16orf90	RGD1561796
FAM84A	Fam84a
EXOSC5	Exosc5
AGPAT2	Agpat2
THAP2	Thap2
RIPK1	Ripk1
TCF7L2	Tcf7l2
PTDSS2	Ptdss2
DYNC1LI2	Dync1li2
NMRK2	Nmrk2
URB2	Urb2
IL36RN	Il36rn
TMEM232	RGD1559548
SKIDA1	Skida1
FKBP2	Fkbp2
CHFR	Chfr
UQCRFS1	Uqcrfs1
GPR107	Gpr107
FAM84B	Fam84b
GNPTAB	Gnptab
THAP3	Thap3
GPR108	Gpr108
PANX2	Panx2
ZNF445	Zfp445
LCA5	Lca5
OSTF1	Ostf1
NACAD	Nacad
NUDT16L1	Nudt16l1
LAP3	Lap3
DENND4C	Dennd4c
ATP9B	Atp9b
SARS	Sars
COPS7A	Cops7a
MTA2	Mta2
HELB	Helb
GSS	Gss
TRIM28	Trim28
DNAL4	Dnal4
ZSCAN10	Zscan10
SYN3	Syn3
FUBP3	Fubp3
SNAPC4	Snapc4
TMED4	TMED4
GUSB	Gusb
RPL17-C18orf32	RGD1359290
IP6K2	Ip6k2
E4F1	E4f1
PEF1	Pef1
PTDSS1	Ptdss1
C17orf96	E130012A19Rik
CDNF	Cdnf
RPUSD1	Rpusd1
PRR7	Prr7
UBE2T	Ube2t
GGH	Ggh
IHH	Ihh
MARCH7	March7
PLXNB1	Plxnb1
BDKRB1	Bdkrb1
C9orf172	RGD1560470
PCED1B	Pced1b
ANKRD40	Ankrd40
CREM	CREM
PSMB9	Psmb9
NOXO1	Noxo1
ABCC10	Abcc10
HARBI1	Harbi1
CD276	Cd276
THAP1	Thap1
ABHD13	Abhd13
PSMD13	Psmd13
CNOT2	Cnot2
BCAS3	Bcas3
NSF	Nsf
IL1RN	Il1rn
OGFR	Ogfr
HR	Hr
MZF1	Mzf1
AGPAT1	Agpat1
EIF4G3	Eif4g3
BLM	Blm
C2CD3	C2cd3
B3GALT6	B3galt6
MPHOSPH9	Mphosph9
KIF24	Kif24
FAM198B	Fam198b
TDRD6	Tdrd6
MAFG	Mafg
ZNF76	Zfp523
CNNM4	Cnnm4
PANX1	Panx1
FANCD2	Fancd2
KLRK1	Klrk1
ADAM30	Adam30
FAM198A	Fam198a
CHKA	Chka
PTGER1	PTGER1
TTC18	Ttc18
MARCH3	March3
TMEM255A	Tmem255a
RNF20	Rnf20
HEATR6	Heatr6
HIP1	Hip1
PATL2	Patl2
USP15	Usp15
RBM22	Rbm22
CBFA2T3	Cbfa2t3
SUV420H2	Suv420h2
ATF1	Atf1
GNB2L1	Gnb2l1
DENND5B	Dennd5b
NAV2	Nav2
VRTN	Vrtn
AHCTF1	Ahctf1
RFK	Rfk
ATP2A3	Atp2a3
LYSMD3	Lysmd3
PLXNB3	Plxnb3
ADAM11	Adam11
TFEB	Tfeb
ELAVL2	Elavl2
FOXG1	Foxg1
PDE6B	Pde6b
CDC20	Cdc20
PRPF8	Prpf8
FAM20A	Fam20a
TMED9	Tmed9
DENND5A	Dennd5a
MAFF	Maff
FBF1	Fbf1
CREB3L1	Creb3l1
BICD1	Bicd1
ABHD17B	Abhd17b
LYSMD4	Lysmd4
STK4	Stk4
TMEM50A	Tmem50a
RIPK4	Ripk4
IL1F10	Il1f10
DYNC1LI1	Dync1li1
ZMYM1	Zmym1
FAM213A	Fam213a
RAB20	Rab20
C16orf95	1700018B08Rik
MT-ND5	MT-ND5
DUS1L	Pp3111
ZWILCH	Zwilch
SON	Son
RAB21	Rab21
SRI	Sri
VTCN1	Vtcn1
NPAT	Npat
ZNF449	Zfp449
PGRMC1	Pgrmc1
PPME1	Ppme1
C9orf69	RGD1564379
PROB1	Prob1
TOM1L2	Tom1l2
NPL	Npl
TPR	Tpr
INTS1	Ints1
SLC45A4	SLC45A4
RNASEL	Rnasel
KIAA0196	RGD1564420
UBE2S	Ube2s
KIF18A	Kif18a
MBD5	Mbd5
MPV17	Mpv17
LYSMD1	Lysmd1
IP6K1	Ip6k1
DSCAML1	Dscaml1
TMEM50B	Tmem50b
BTBD17	Btbd17
KIF2C	Kif2c
TBXA2R	Tbxa2r
STK31	Stk31
PLXNB2	Plxnb2
TMEM91	Tmem91
RNH1	Rnh1
PLA2G1B	Pla2g1b
PML	Pml
PPP1R15A	Ppp1r15a
PGRMC2	Pgrmc2
MAPRE3	Mapre3
CCDC42	Ccdc42
RIPK2	Ripk2
NKIRAS1	NKIRAS1
PCM1	Pcm1
FAM135A	Fam135a
RGN	Rgn
TBC1D10C	Tbc1d10c
PACSIN3	Pacsin3
MEGF8	Megf8
CALB2	Calb2
POLD1	Pold1
DHH	Dhh
TMCC1	Tmcc1
GPSM1	Gpsm1
TRAPPC8	Trappc8
PTGER3	Ptger3
RRAGD	Rragd
MYBL1	Mybl1
VPS33B	Vps33b
RIOK3	Riok3
MARCH10	March10
CYP26A1	Cyp26a1
NRL	Nrl
CCDC42B	Ccdc42b
C1orf173	4922501L14Rik
SYNDIG1	Syndig1
ENAM	Enam
PTGFR	Ptgfr
NKIRAS2	Nkiras2
RRAGC	Rragc
ATP9A	Atp9a
OGFRL1	Ogfrl1
RPL7A	RGD1560194
CNIH2	Cnih2
LCA5L	Lca5l
RNMT	RNMT
SLC6A13	Slc6a13
KLK13	Klk13
ING2	Ing2
CCKBR	Cckbr
TDRD1	Tdrd1
H3F3B	H3f3b
PDE6C	Pde6c
KIAA1211L	RGD1310819
SYNDIG1L	Syndig1l
NCF1	Ncf1
CSTF1	Cstf1
AGTR2	Agtr2
SCAND1	Scand1
HIP1R	Hip1r
LEPREL4	Leprel4
ZNF217	Zfp217
RUNX1T1	Runx1t1
CARD9	Card9
KLK8	Klk8
KLRD1	Klrd1
KIAA1211	C530008M17Rik
UBE2B	Ube2b
CNNM1	Cnnm1
VPS37A	Vps37a
TCOF1	Tcof1
SH3TC2	Sh3tc2
HOGA1	Hoga1
TRIM24	Trim24
EMP1	Emp1
TOR1A	Tor1a
CLDND1	Cldnd1
FAM20C	Fam20c
OR52D1	Olr148
SOX9	Sox9
KLK5	Klk5
ING1	Ing1
AP1G2	Ap1g2
TMEM17	Tmem17
HSD17B3	Hsd17b3
ZDHHC12	Zdhhc12
FZR1	Fzr1
C10orf71	RGD1564899
MARCH8	March8
INO80	Ino80
IP6K3	Ip6k3
VPS37B	Vps37b
TNFAIP8L3	Tnfaip8l3
PRPF19	Prpf19
IL4	Il4
RTN4RL2	Rtn4rl2
CCDC150	Ccdc150
GK5	Gk5
UMODL1	Umodl1
VPS26B	Vps26b
FAM105B	Fam105b
UBQLN2	Ubqln2
UST	Ust
WDR31	Wdr31
KIF18B	Kif18b
TOR2A	Tor2a
MBD6	Mbd6
MARCH1	March1
VPS37D	Vps37d
KLK4	Klk4
FKBP7	Fkbp7
TEX2	Tex2
KIF2B	Kif2b
TOR4A	Tor4a
CREB3L3	Creb3l3
RNF122	RGD1561238
GUCY1B3	Gucy1b3
PTPN13	Ptpn13
INTU	Intu
XPO7	Xpo7
RB1CC1	Rb1cc1
PRPF4	Prpf4
WDR5	Wdr5
SCGN	Scgn
XPO4	Xpo4
PLA2G10	Pla2g10
CREB3L2	Creb3l2
SLC25A33	Slc25a33
KDM3A	Kdm3a
PEMT	Pemt
KLK7	Klk7
MACF1	Macf1
EMP3	Emp3
MPV17L2	Mpv17l2
FAM151B	Fam151b
SPAG16	Spag16
STRADA	Strada
DRAM1	Dram1
CARD10	Card10
ZNF182	Zfp182
ING4	Ing4
RNGTT	Rngtt
RPL19	Rpl19
CCL24	Ccl24
CKMT2	Ckmt2
TMEM185B	Tmem185b
NKAIN4	Nkain4
MST4	Mst4
CEP152	Cep152
GDPD5	Gdpd5
JMJD1C	Jmjd1c
WDR5B	Wdr5b
FAM151A	Fam151a
SUV420H1	Suv420h1
SLC6A12	Slc6a12
MUC16	Muc16
NAV3	Nav3
DBNL	Dbnl
PMP22	Pmp22
IGSF8	Igsf8
PXMP2	Pxmp2
NELL1	Nell1
PGC	Pgc
FRMD6	Frmd6
RIOK1	Riok1
RERE	Rere
TMEM185A	Tmem185a
PDCD6	Pdcd6
SHISA3	Shisa3
RECQL	Recql
TFEC	Tfec
KIF2A	Kif2a
LYSMD2	Lysmd2
GPR152	Gpr152
MAGEB3	Mageb3
RPL8	RGD1561333
ING3	Ing3
KLK14	Klk14
BHLHE40	Bhlhe40
CNOT1	Cnot1
FAM135B	Fam135b
CRIP3	Crip3
ERAP1	Erap1
CNIH4	Cnih4
DYNLL2	Dynll2
RANBP17	Ranbp17
HSD17B12	Hsd17b12
MGA	Mga
SLC25A36	Slc25a36l1
CCL8	Ccl12
STK3	Stk3
EMP2	Emp2
RTN4RL1	Rtn4rl1
KRT85	Krt85
TRIM33	Trim33
KIF19	Kif19a
FOXE3	Foxe3
MRPL55	Mrpl55
NKAIN3	Nkain3
CCL2	Ccl2
PIK3R1	Pik3r1
R3HCC1	R3hcc1
GDAP2	Gdap2
TBC1D10B	Tbc1d10b
YBX3	Ybx3
GPSM2	Gpsm2
PAPPA2	Pappa2
PSMB5	Psmb5
ILKAP	Ilkap
SH3TC1	Sh3tc1
CALB1	Calb1
ADAM22	Adam22
FOXD3	Foxd3
NYX	Nyx
SHOC2	Shoc2
HTRA2	Htra2
YLPM1	Ylpm1
FAM105A	Fam105a
CNIH1	Cnih1
RNF17	Rnf17
ALDH3A1	Aldh3a1
SHISA2	Shisa2
RPL17	Gm6133
ZNF25	Zfp9
ARPC5	Arpc5
FOXD2	Foxd2
MARCH6	March6
FAM210B	Fam210b
CTRC	Ctrc
DYNLL1	Dynll1
SFSWAP	SFSWAP
UGGT1	Uggt1
STK24	Stk24
SGMS1	Sgms1
MTA1	Mta1
ADAM23	Adam23
FKBP5	Fkbp5
PLA2G12B	Pla2g12b
FOXD1	Foxd1
PTGFRN	Ptgfrn
CILP2	Cilp2
INPP5K	Inpp5k
CARD14	Card14
NUCB2	Nucb2
GK2	Gk2
TCF7L1	Tcf7l1
PACSIN2	Pacsin2
SFI1	Sfi1
TRPA1	Trpa1
TRIP11	Trip11
C1orf101	Gm16432
CILP	Cilp
LRRC34	Lrrc34
UBE4A	Ube4a
PLCL2	Plcl2
TLN2	Tln2
GAL3ST4	Gal3st4
WDR12	Wdr12
SLC45A1	Slc45a1
UBAP2L	Ubap2l
SPTAN1	Sptan1
TTC28	Ttc28
STC2	Stc2
SOX8	Sox8
LEF1	Lef1
UBQLN3	Ubqln3
NKAIN1	Nkain1
GDPD4	Gdpd4
SLC43A3	Slc43a3
PLA2G12A	Pla2g12a
STC1	Stc1
L1TD1	L1td1
PSMD11	Psmd11
DLST	Dlst
ITPR1	Itpr1
SLC45A2	Slc45a2
ANP32E	Anp32e
JOSD2	Josd2
TFE3	Tfe3
HCLS1	Hcls1
KRT80	Krt80
FOXF1	Foxf1
NELL2	Nell2
DUSP2	Dusp2
BHLHE41	Bhlhe41
KLK10	Klk10
FAM114A2	Fam114a2
IKZF1	Ikzf1
HSDL1	Hsdl1
JOSD1	Josd1
CNIH3	Cnih3
KLK6	Klk6
CWF19L2	Cwf19l2
CYP26B1	Cyp26b1
CELA1	Cela1
TCF7	TCF7
CATSPERD	Catsperd
CCDC88B	Ccdc88b
AKR7A3	Akr7a3
MESDC1	Mesdc1
MTA3	Mta3
ANP32B	Anp32b
PDE2A	Pde2a
SLC45A3	Slc45a3
RNF115	Rnf115
CDK9	Cdk9
ATRNL1	Atrnl1
FPR1	Fpr1
ATRN	Atrn
USP46	Usp46
ARHGAP33	Arhgap33
CARD11	Card11
ARPC5L	Arpc5l
TNFAIP8L2	Tnfaip8l2
IGSF3	Igsf3
CWF19L1	Cwf19l1
GMPR2	Gmpr2
INTS2	Ints2
PAPPA	Pappa
LRRIQ4	Lrriq4
ZNF516	Zfp516
FAM210A	Fam210a
CXorf22	RGD1560207
ADRA2C	Adra2c
FUBP1	Fubp1
OR1J1	Olr411
GPR19	Gpr19
KRT82	Krt82
DUSP1	Dusp1
KHSRP	Khsrp
OR7C2	Olr1086
FABP6	Fabp6
PSMB11	Psmb11
ITPR2	Itpr2
ALPK3	Alpk3
SH2D7	Sh2d7
BNIP1	Bnip1
SLC18B1	Slc18b1
CCKAR	Cckar
TRIM17	Trim17
ATP2A2	ATP2A2
SLC9B2	Slc9b2
WDR37	Wdr37
PNMA5	Pnma5
RRH	Rrh
TOM1	Tom1
NUCB1	Nucb1
OR1J4	Olr413
GPR4	Gpr4
PLAG1	Plag1
ANKRD16	Ankrd16
MACROD1	Macrod1
STK39	Stk39
OPN5	Opn5
CCL7	Ccl7
PNKD	Pnkd
SGTA	Sgta
CDKN2AIPNL	Cdkn2aipnl
AIRE	Aire
PPP1R3B	Ppp1r3b
RHPN2	Rhpn2
CTD-3193O13.9	RGD1566084
CSRP2	Csrp2
MACROD2	Macrod2
ADRA2B	Adra2b
INPP5J	Inpp5j
AC002472.13	4930451C15Rik
SPTA1	Spta1
CTDSP1	Ctdsp1
PLA2R1	Pla2r1
SEPT7	Sept7
CNTFR	Cntfr
TNFAIP8L1	Tnfaip8l1
YBX2	Ybx2
GSR	Gsr
CCL11	Ccl11
TAF2	Taf2
NCOA3	Ncoa3
SHPRH	Shprh
FOXE1	Foxe1
TXNRD2	Txnrd2
DDX26B	Ddx26b
SOX10	Sox10
TTLL2	Ttll2
PRDX2	Prdx2
INTS6	INTS6
PNMA3	Pnma3
AP4E1	Ap4e1
VPS26A	Vps26a
TNFAIP8	Tnfaip8
ZFP2	Zfp2
CDK10	Cdk10
RGR	Rgr
YBX1	Ybx1
C14orf166B	Gm6772
PNMA2	Pnma2
MFHAS1	Mfhas1
ELAVL3	Elavl3
OR2Z1	Olr1096
CLDN15	Cldn15
PDE6A	Pde6a
ETNK2	Etnk2
PPL	Ppl
ARHGAP31	Arhgap31
ATP2A1	Atp2a1
TXNRD1	Txnrd1
SLC6A11	Slc6a11
PNMAL2	Pnmal2
NCKAP1L	Nckap1l
UBAP2	Ubap2
ZNF329	Zfp329
FOXJ3	Foxj3
MITF	Mitf
FLNA	Flna
TRIM66	Trim66
PRKAB2	Prkab2
LTB4R	Ltb4r
PACSIN1	Pacsin1
MKL1	Mkl1
IPMK	Ipmk
KCNAB2	Kcnab2
TEX14	Tex14
NOD2	Nod2
EIF4E1B	Eif4e1b
CD101	Cd101
GALNT6	Galnt6
PDE11A	Cyct
MAB21L2	Mab21l2
UBQLN4	Ubqln4
CYP4V2	Cyp4v3
PNMA1	Pnma1
PTK6	Ptk6
IMPDH1	Impdh1
PRKAB1	Prkab1
BRINP2	Brinp2
PSMB8	Psmb8
ATL2	Atl2
ALDH3B1	Aldh3b1
SLC43A1	Slc43a1
TMEM45B	Tmem45b
ATP2C1	Atp2c1
ALPK2	Alpk2
ETNK1	Etnk1
UBQLN1	Ubqln1
MOAP1	Moap1
LZTS2	Lzts2
ELAVL4	Elavl4
CHRNA4	Chrna4
ITPR3	Itpr3
SGTB	Sgtb
UBQLNL	Ubqlnl
ID4	Id4
KCNAB3	Kcnab3
TRIML1	Triml1
ATP2C2	Atp2c2
ZNF536	Zfp536
GDPD2	Gdpd2
DBN1	Dbn1
FMNL1	Fmnl1
EIF4E3	Eif4e3
CCDC85A	Ccdc85a
ZNF219	Zfp219
GLB1L2	Glb1l2
SLC25A27	Slc25a27
TMCC3	Tmcc3
CYSLTR2	Cysltr2
HIST1H2BG	HIST1H2BQ
KCNAB1	Kcnab1
LRP10	Lrp10
PCNXL4	Pcnxl4
GDI1	Gdi1
FKBP4	Fkbp4
SLITRK2	Slitrk2
NACC2	Nacc2
GAL3ST3	Gal3st3
FMNL2	Fmnl2
SLC25A30	Slc25a30
STAM2	Stam2
EIF4E	Eif4e
DNAJB12	Dnajb12
ZFAT	Zfat
ID1	Id1
CXCR4	Cxcr4
TCTE1	Tcte1
PTGDR2	Ptgdr2
GAL3ST1	Gal3st1
PLCL1	Plcl1
LEPRE1	Lepre1
SRMS	Srms
PPP1R3D	Ppp1r3d
PIK3R3	Pik3r3
SLC43A2	Slc43a2
HAGH	Hagh
CDC42	Cdc42
TMCC2	Tmcc2
CD81	Cd81
RHPN1	Rhpn1
C5AR2	C5ar2
RBP1	Rbp1
MAB21L3	Mab21l3
NOD1	Nod1
IKZF4	Ikzf4
UBE4B	Ube4b
PPM1F	Ppm1f
SLC25A14	Slc25a14
GLB1L3	Glb1l3
STAM	Stam
FBN2	Fbn2
ID3	Id3
ZNF768	Zfp768
TMEM150C	Tmem150c
TNIK	Tnik
ACP6	Acp6
UNCX	Uncx
OR8U1	Olr482
UPF2	Upf2
DNAJC2	Dnajc2
GAL3ST2	Gal3st2
CLDN10	Cldn10
EBI3	Ebi3
TSPAN2	Tspan2
PLAGL1	Plagl1
LZTS1	Lzts1
AQP7	Aqp7
COPS2	Cops2
HS3ST1	Hs3st1
MAGIX	Magix
UNC79	Unc79
SGMS2	Sgms2
KBTBD4	Kbtbd4
GALNT3	Galnt3
ID2	Id2
ZNF678	Zfp72
PLAGL2	Plagl2
RBP7	Rbp7
DNAJC1	Dnajc1
FRMD7	Frmd7
RPAP1	Rpap1
KRT78	Krt78
FKBP11	Fkbp11
UGGT2	Uggt2
INTS8	RGD1310592
HAGHL	Haghl
FKBP1B	Fkbp1b
SAV1	Sav1
VSX1	Vsx1
ACE2	Ace2
PJA1	Pja1
EIF4E2	Eif4e2
COLEC12	Colec12
HOOK2	Hook2
ARHGAP32	Arhgap32
RBMS1	Rbms1
CD9	Cd9
DDX1	Ddx1
RBP2	Rbp2
FABP1	Fabp1
MAB21L1	Mab21l1
IL6R	Il6r
PRDX3	Prdx3
CDKN2AIP	Cdkn2aip
DNAJB7	Dnajb7
BRINP3	Fam5c
LEPREL1	Leprel1
GLB1	Glb1
TNRC6C	Tnrc6c
OR5R1	Olr477
SAMD8	Samd8
ADRA2A	Adra2a
DSCAM	Dscam
DUSP4	Dusp4
BLK	Blk
SH2D2A	Sh2d2a
TOM1L1	Tom1l1
SCN2B	Scn2b
RNF112	Rnf112
LRP3	Lrp3
PPP1R3G	Ppp1r3g
ARHGAP30	Arhgap30
SH2D4B	Sh2d4b
NR2F2	Nr2f2
NCOA1	Ncoa1
UBE2M	UBE2M
LEPREL2	Leprel2
PRDX4	Prdx4
TMEM150A	Tmem150a
MKL2	RGD1560833
POU3F3	Pou3f3
NACC1	Nacc1
FOXJ2	Foxj2
WDR83	Wdr83
GPR116	Gpr116
CDK12	CDK12
NCKAP1	Nckap1
MAGI3	Magi3
FMNL3	Fmnl3
CDK13	Cdk13
PAK6	Pak6
IKZF2	Ikzf2
PRDX1	Prdx1
SNX4	Snx4
DVL2	Dvl2
PCNX	Pcnx
FKBP10	Fkbp10
DUSP5	Dusp5
SMU1	Smu1
PRLR	Prlr
PCNXL2	Pcnxl2
TBXAS1	Tbxas1
DRD1	Drd1
USP35	Usp35
MAGI1	Magi1
POU3F2	Pou3f2
SHD	Shd
SH2D4A	Sh2d4a
TDRD7	Tdrd7
PPFIA1	Ppfia1
SEPT4	Sept4
SRRM3	Srrm3
FBN1	Fbn1
FKBP9	Fkbp9
SLC2A13	Slc2a13
GPR65	Gpr65
CHUK	Chuk
TRHDE	Trhde
PNMAL1	Pnmal1
ESRRA	Esrra
STRADB	Stradb
USP38	Usp38
GHR	Ghr
PDCD6IP	Pdcd6ip
ZP1	Zp1
CSRP3	Csrp3
PROP1	Prop1
MAGI2	Magi2
CIITA	Ciita
ALDH3A2	Aldh3a2
ETHE1	Ethe1
TRIM47	Trim47
CRLF1	Crlf1
PCNXL3	Pcnxl3
FARP2	Farp2
SLC18A2	Slc18a2
TMEM150B	Tmem150b
IKBKB	Ikbkb
SDK2	Sdk2
RBMS3	Rbms3
PPM1K	Ppm1k
OXSR1	Oxsr1
OR4A47	Olr720
PTPN23	Ptpn23
GLB1L	Glb1l
USP1	Usp1
GPR132	Gpr132
CASZ1	Casz1
GPR113	Gpr113
HESX1	Hesx1
PTCHD1	Ptchd1
ATP13A5	Atp13a5
OR4K5	Olr1630
CYP4F22	Cyp4f39
SRRM2	Srrm2
PDE4D	Pde4d
LYN	Lyn
TRIM68	Trim68
NT5DC1	Nt5dc1
TBK1	Tbk1
DVL3	Dvl3
AHCYL2	Ahcyl2
CHIT1	Chit1
GPR62	Gpr62
GPR61	Gpr61
OR2Y1	Olr1393
TEAD3	Tead3
GMPR	Gmpr
FAM13B	Fam13b
AHCYL1	Ahcyl1
CXCR5	Cxcr5
NEK1	Nek1
PLEKHA3	Plekha3
RPL18A	Rpl18a
DAAM2	Daam2
TEAD4	Tead4
RNF126	Rnf126
CSRP1	Csrp1
MAS1	Mas1
PPFIA2	Ppfia2
LPAR6	Lpar6
ACPP	Acpp
CLIC1	Clic1
TRIM27	TRIM27
HIST3H2BB	HIST3H2BB
NCOA2	Ncoa2
WNT8A	Wnt8a
HS3ST6	Hs3st6
NTF4	Ntf4
IKBKE	Ikbke
ALDH3B2	Aldh3b2
SCARA3	Scara3
TEAD2	Tead2
KIAA1462	RGD1562037
PJA2	Pja2
PPM1L	Ppm1l
NDRG1	Ndrg1
SLITRK3	Slitrk3
SIK1	Sik1
TRIM11	Trim11
ESRRB	Esrrb
DAAM1	Daam1
POU1F1	POU1F1
CALR	Calr
ARHGAP10	Arhgap10
NR2E1	Nr2e1
TEAD1	Tead1
TNRC6A	Tnrc6a
UGT8	Ugt8
DBT	Dbt
DNAJC10	Dnajc10
PTPN2	PTPN2
MRGPRF	Mrgprf
SCML2	Scml2
ACAD8	Acad8
SNX2	Snx2
FAM96B	Fam96b
FLNB	Flnb
TTC12	Ttc12
MINK1	Mink1
SLC22A2	Slc22a2
OR4K2	Olr1608
SCMH1	Scmh1
PPM1E	Ppm1e
BMP7	Bmp7
PALM	Palm
HTR6	Htr6
NTF3	Ntf3
RHOQ	Rhoq
TRIM13	Trim13
PDE4C	Pde4c
AQP9	Aqp9
CDH8	CDH8
SUGP2	Sugp2
FLNC	Flnc
RHAG	Rhag
HTRA4	Htra4
RHOJ	Rhoj
SUGP1	Sugp1
IKZF5	Ikzf5
KCNH3	Kcnh3
CXCR2	Cxcr2
ALDH8A1	Aldh8a1
HFE	Hfe
DMPK	Dmpk
MYO7B	Myo7b
POU3F4	Pou3f4
CCDC88A	Ccdc88a
SHF	Shf
PTCHD4	Ptchd4
RHCG	Rhcg
AQP3	Aqp3
HTRA1	Htra1
ACP2	Acp2
BRINP1	Brinp1
TDRKH	Tdrkh
ADAMTS14	Adamts14
RHBG	Rhbg
HCK	Hck
ZSWIM5	Zswim5
OR4L1	Olr1625
PDE4A	Pde4a
JPH3	Jph3
PPP1R3E	Ppp1r3e
SLC22A1	Slc22a1
HTRA3	Htra3
NECAP1	Necap1
QRICH1	Qrich1
NR2F6	Nr2f6
HS3ST5	Hs3st5
ARHGAP26	Arhgap26
TNKS1BP1	Tnks1bp1
CHM	Chm
C1RL	C1rl
PPP1R3A	Ppp1r3a
NPC1L1	Npc1l1
PPP1R7	Ppp1r7
TUBB4A	Tubb4a
VSX2	Vsx2
RNF215	Rnf215
CCDC88C	Ccdc88c
DPY19L3	Dpy19l3
IRS2	Irs2
DST	Dst
PDE4B	Pde4b
ENAH	Enah
SLC5A6	Slc5a6
ATL3	ATL3
HRH2	Hrh2
FAM13A	Fam13a
CLCA1	Clca1
NECAP2	Necap2
CLIC5	CLIC5
F2	F2
SLC18A1	Slc18a1
C1QTNF4	C1qtnf4
DCLK2	Dclk2
PAK7	Pak7
TTLL6	Ttll6
SLC2A12	Slc2a12
DVL1	Dvl1
MPZ	Mpz
CXCR1	Cxcr1
SLITRK6	Slitrk6
RNF181	Rnf181
BMP6	Bmp6
DPY19L4	Dpy19l4
TRIM59	Trim59
HOOK3	HOOK3
PRPF40A	Prpf40a
SHB	Shb
GPR110	Gpr110
NR2F1	Nr2f1
ZSWIM6	Zswim6
ATL1	Atl1
ZBTB20	Zbtb20
DPY19L2	Dpy19l2
THSD7B	Thsd7b
TTK	Ttk
SLC2A10	Slc2a10
GPR115	Gpr115
IRS1	Irs1
DCX	Dcx
TLK2	Tlk2
ATP13A2	Atp13a2
GPR111	Gpr111
TNRC6B	Tnrc6b
PALMD	Palmd
PARD3	Pard3
BARHL2	Barhl2
TLK1	Tlk1
LRP12	Lrp12
DDX4	Ddx4
RBMS2	Rbms2
NLRC5	Nlrc5
CYSLTR1	Cysltr1
RSF1	Rsf1
ANKRD33B	Ankrd33b
ZBTB45	Zbtb45
DCLK1	Dclk1
LPAR5	Lpar5
C1QTNF5	C1qtnf5
AZGP1	Azgp1
PDE3B	Pde3b
CHRNB4	Chrnb4
ANXA9	Anxa9
CLCA4	Clca4
SIK2	Sik2
LPAR4	Lpar4
NUMA1	Numa1
JPH2	Jph2
SEPT2	Sept2
NLGN3	Nlgn3
CYP4X1	Cyp4x1
MAP4K4	Map4k4
SKOR2	Skor2
IKZF3	Ikzf3
SHE	She
C1QTNF1	C1qtnf1
RALGAPA1	Ralgapa1
GALNT12	Galnt12
PTCHD3	Ptchd3
INTS3	Ints3
FBXL7	Fbxl7
VDAC3	Vdac3
SPHK1	Sphk1
SEPT5	Sept5
ERBB2	Erbb2
LDLRAD3	Ldlrad3
GSX1	Gsx1
KIFC3	Kifc3
GALNT15	Galnt15
SPTB	Sptb
C1QTNF6	C1qtnf6
CTDSP2	Ctdsp2
FRK	Frk
FHDC1	Fhdc1
NEK5	Nek5
SPOPL	Spopl
RPAP3	Rpap3
TBR1	Tbr1
F7	F7
DPY19L1	Dpy19l1
ZMYM5	RGD1306353
DRD5	Drd5
NAP1L4	Nap1l4
CLIC2	Clic2
SIK3	Sik3
BDNF	Bdnf
TOP2A	Top2a
PEG3	Peg3
ZFYVE28	Zfyve28
HOOK1	Hook1
DHX40	Dhx40
NEK3	Nek3
DNAJB2	Dnajb2
LCK	Lck
NXPH4	Nxph4
TOP2B	Top2b
LZTS3	Lzts3
SLC35F1	Slc35f1
CCNB1	Ccnb1
CDC42BPA	Cdc42bpa
MPDZ	Mpdz
DNAJB8	Dnajb8
TRIM36	Trim36
EPHA3	Epha3
CADM2	Cadm2
EPM2AIP1	Epm2aip1
